,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
7244,67660003,Intermarché,4889800.0,791200.0,67660,19 Rue de l'Avenir,BETSCHDORF,R
7245,67680001,Carrefour,4836236.5997199,746764.8575567,67680,Lieudit Stotzenweg,EPFIG,R
7246,67690001,Carrefour,4890243.0,796984.0,67690,1 Rue Principale,HATTEN,R
7248,67700002,Auchan,4874100.0,737600.0,67700,61 Rue de Dettwiller,SAVERNE,R
7249,67700005,TotalEnergies,4874041.0,737466.0,67700,38 Rue de Dettwiller,SAVERNE,R
7250,67700010,Avia,4876200.0,736500.0,67700,AUTOROUTE A4 AIRE DE SAVERNE,ECKARTSWILLER,A
7251,67700011,TotalEnergies Access,4874200.0,735700.0,67700,39 ROUTE DE PARIS RN4,SAVERNE,R
7252,67700012,TotalEnergies,4875995.76,736226.799,67700,A4 - Aire de Saverne - Monswiller,Eckartswiller,A
7253,67700013,TotalEnergies,4874000.0,736900.0,67700,20 RUE DES CLES,SAVERNE,R
7254,67730001,TotalEnergies,4828000.0,738900.0,67730,43 RTE DE STE MARIE AUX MINES,Châtenois,R
7255,67760001,Système U,4869924.8714218,788926.62944153,67760,120A ROUTE NATIONALE,GAMBSHEIM,R
7257,67800004,Système U,4863055.54602,776396.28648,67800,13 Route de la Wantzenau,HOENHEIM,R
7258,67800011,TotalEnergies,4862094.77678,773121.595196,67800,20 ROUTE DE BRUMATH,HOENHEIM,R
7259,67800014,ENI,4861800.0,775400.0,67800,79 ROUTE DE BISCHWILLER,BISCHHEIM,R
7260,67810001,E.Leclerc,4856300.0,765200.0,67810,20 Rue Joseph Graff,HOLTZHEIM,R
7261,67840002,TotalEnergies,4867700.0,784900.0,67840,CHEMIN DEPARTEMENTAL 468,KILSTETT,R
7263,67860001,Système U,4832900.0,769100.0,67860,Route de Rhinau,Boofzheim,R
7264,67920001,Système U,4825235.0,759527.0,67920,2 Rue de Wittisheim,Sundhouse,R
7265,67960001,Carrefour,4853900.0,764900.0,67960,"5, Allée des Forgerons",ENTZHEIM,R
7266,68000006,TotalEnergies,4806900.0,733000.0,68000,11 Route de Wintzenheim,COLMAR,R
7267,68000009,Avia,4807600.0,736600.0,68000,56 Avenue d'Alsace,COLMAR,R
7268,68000010,Système U,4806400.0,734000.0,68000,111 Route de Rouffach,Colmar,R
7269,68000012,E.Leclerc,4808000.0,737500.0,68000,111 Route de Neuf-Brisach,COLMAR,R
7270,68000013,Avia,4806800.0,734400.0,68000,57 Route de Rouffach,Colmar,R
7272,68000016,Intermarché,4808300.0,735100.0,68000,"13, rte d'Ingersheim",COLMAR,R
7273,68000018,TotalEnergies,4806500.0,736700.0,68000,ANGLE AV CLEMENCEAU 34 RTE DE BALE,COLMAR,R
7274,68000019,TotalEnergies Access,4809100.0,736600.0,68000,10 RTE DE STRASBOURG,COLMAR,R
7275,68000020,ENI,4808420.0683889,734578.32050324,68000,"42, ROUTE D'INGERSHEIM",COLMAR,R
7276,68000021,TotalEnergies,4807734.71,735811.04319066,68000,122 rue du Ladhof,Colmar,R
7278,68040001,TotalEnergies,4808936.0,731870.0,68040,126 Route de Colmar,INGERSHEIM,R
7279,68040002,Esso,4809500.0,730600.0,68040,1 Route de Colmar,INGERSHEIM,R
7280,68100002,E.Leclerc,4774342.0,732948.0,68100,7 Rue Gay-Lussac,MULHOUSE,R
7281,68100006,Avia,4774200.0,733700.0,68100,8 Porte du Miroir,MULHOUSE,R
7282,68100009,TotalEnergies,4774000.0,733900.0,68100,24 RUE D'ALTKIRCH,MULHOUSE,R
7283,68110006,TotalEnergies Access,4776800.0,738700.0,68110,77 AVENUE DE FRIBOURG,ILLZACH,R
7285,68120002,Système U,4777200.0,730200.0,68120,146 RUE DE RICHWILLER,PFASTATT,R
7287,68124001,E.Leclerc,4808400.0,731100.0,68124,1 ROUTE DE TUCKHEIM,LOGELBACH-WINTZENHEIM,R
7289,68127001,Avia,4799400.0,738000.0,68127,Zone d'Activités Près A35 Sortie 28,NIEDERHERGHEIM,R
7291,68130001,TotalEnergies,4762337.55393,727143.926147,68130,14 RUE D'ALTKIRCH,WITTERSDORF,R
7292,68130002,Système U,4762508.0,724135.857653,68130,5 rue de givet,ALTKIRCH,R
7293,68130003,E.Leclerc,4762900.0,726000.0,68130,Route de Mulhouse,ALTKIRCH,R
7294,68140001,TotalEnergies,4804100.0,715500.0,68140,51 Rue du Général de Lattre de Tassigny,MUNSTER,R
7295,68140002,TotalEnergies,4804900.0,711400.0,68140,41 Route de la Schlucht,STOSSWIHR,R
7296,68140003,Système U,4804300.0,716000.0,68140,18 Rue Martin Hilti,Munster,R
7297,68150003,E.Leclerc,4819200.0,733800.0,68150,12 Rue de l'Industrie,Ribeauvillé,R
7298,68160002,Système U,4824900.0,719000.0,68160,31 RUE REBER,Sainte-Marie-aux-Mines,R
7299,68160004,TotalEnergies Access,4825400.0,720400.0,68160,RN 59,Sainte-Marie-aux-Mines,R
7300,68160005,Intermarché,4825300.0,719300.0,68160,ZA LES MOULES RUE MAURICE BURRUS,STE CROIX AUX MINES,R
7301,68170002,Intermarché,4775851.0,740024.0,68170,65 Rue de l'Île Napoléon,Rixheim,R
7302,68170003,TotalEnergies,4774500.0,741200.0,68170,66 ROUTE DE HABSHEIM,RIXHEIM,R
7303,68170004,E.Leclerc,4775400.0,739700.0,68170,64 RUE DE MULHOUSE,Rixheim,R
7304,68180001,Esso,4808000.0,739800.0,68180,73 Grand'Rue,Horbourg-Wihr,R
7305,68180002,E.Leclerc,4807303.92,740098.27,68180,1 rue de Mulhouse,Horbourg-Wihr,R
7306,68190001,Intermarché,4785800.0,728900.0,68190,RUE DE PULVERSHEIM,ENSISHEIM,R
7308,68200001,Auchan,4777700.0,733500.0,68200,170 rue des Romains,MULHOUSE,R
7310,68200018,TotalEnergies Access,4776200.0,732600.0,68200,185 AV DE COLMAR,MULHOUSE,R
7311,68200019,TotalEnergies Access,4773842.9993093,729419.53372956,68200,238 BIS RUE DE BELFORT DORNACH,MULHOUSE,R
7312,68200020,TotalEnergies Access,4774100.0,730700.0,68200,35 AVENUE FRANCOIS MITTERRAND,MULHOUSE,R
7313,68200023,ENI,4773970.5248692,730049.97037019,68200,184 ROUTE DE BELFORT,MULHOUSE,R
7315,68210001,TotalEnergies,4763400.0,712200.0,68210,18A Rue de Belfort,DANNEMARIE,R
7316,68210002,Intermarché,4763100.0,711100.0,68210,"42, Rue de Belfort",Dannemarie,R
7318,68240003,Intermarché,4813569.0,726749.0,68240,13 Rue de la Weiss,Kientzheim,R
7319,68240004,Carrefour,4815051.204,724699.711,68240,63 route de Lapoutroie,KAYSERSBERG VIGNOBLE,R
7320,68250003,Intermarché,4796797.99084,730308.377209,68250,"37, rue du Général de Gaulle",ROUFFACH,R
7321,68250004,TotalEnergies,4794500.0,728900.0,68250,RN 83,ROUFFACH,R
7322,68260001,E.Leclerc,4779100.0,734200.0,68260,45 Rue d'illzach,KINGERSHEIM,R
7324,68270002,Esso,4780600.0,733700.0,68270,37 Rue de Kingersheim,Wittenheim,R
7325,68270003,Système U,4780500.0,733700.0,68270,Rue de Kingersheim,WITTENHEIM,R
7326,68290002,E.Leclerc,4777400.0,699900.0,68290,"8, rue du general de gaulle",MASEVAUX,R
7327,68300002,TotalEnergies,4759335.0,755569.0,68300,122 Rue de Mulhouse,Saint-Louis,R
7328,68300003,E.Leclerc,4760500.0,754300.0,68300,1 Rue de Seville,SAINT-LOUIS,R
7329,68300004,TotalEnergies Access,4759900.0,755200.0,68300,125 RUE DE MULHOUSE,Saint-Louis,R
7331,68310001,Système U,4781500.0,724200.0,68310,zac hohmatten,WITTELSHEIM,R
7332,68313001,Carrefour,4777200.0,738700.0,68110,14 Rue de Berne,ILLZACH,R
7333,68320001,TotalEnergies,4810100.0,746700.0,68320,Rue de Colmar,Muntzenheim,R
7334,68320002,Carrefour,4809600.0,744000.0,68320,Route de Colmar,FORTSCHWIHR,R
7336,68330002,Système U,4759826.5356567,758978.046562,68330,2 RUE DU RHIN,Huningue,R
7337,68350001,Système U,4772353.53202,731967.524915,68350,320 avenue d'altkirch,BRUNSTATT,R
7338,68360004,TotalEnergies,4789800.0,722200.0,68360,9 Route de Guebwiller,Soultz-Haut-Rhin,R
7339,68370002,Intermarché,4812800.0,716700.0,68370,9 Rue Charles de Gaulle,Orbey,R
7341,68390003,Avia,4778900.0,738700.0,68390,10 CD 201,SAUSHEIM,R
7342,68390004,TotalEnergies,4783691.31343,739540.61823,68390,AUTOROUTE A35 - AIRE DE BATTENHEIM,BATTENHEIM,A
7343,68400001,Système U,4774700.0,735700.0,68400,Rue du Stade,RIEDISHEIM,R
7344,68420003,Avia,4802200.0,733000.0,68420,ZA 6 rue de l'Artisanat,Herrlisheim-près-Colmar,R
7345,68440002,Casino,4773100.0,741700.0,68440,63 Rue du Général de Gaulle,Habsheim,R
7347,68460001,TotalEnergies Access,4776800.0,725200.0,68460,RN 66,LUTTERBACH,R
7348,68460002,Carrefour,4775927.8194842,727887.08436523,68460,5 Rue Aristide BRIAND,Lutterbach,R
7349,68470002,TotalEnergies,4788800.0,721800.0,68470,19 route de Bussang,Fellering,R
7350,68470003,Système U,4788745.07,699503.24,68470,2 rue des Fabriques,Fellering,R
7351,68480002,Auchan,4750000.0,730700.0,68480,20A rue de la première Armée,Ferrette,R
7352,68480003,TotalEnergies,4749600.0,731300.0,68480,13 RUE DE LA 1ERE ARMEE,Ferrette,R
7354,68490001,TotalEnergies,4778400.0,750600.0,68490,CD 108,Ottmarsheim,R
7355,68490002,Intermarché,4781643.0,753969.0,68490, Avenue de la Gare,CHALAMPé,R
7356,68500001,TotalEnergies,4790700.0,721800.0,68500,24 Route de Colmar,GUEBWILLER,R
7357,68500002,E.Leclerc,4790200.0,723900.0,68500,Rue de Guebwiller,Issenheim,R
7358,68500003,Système U,4791600.0,720400.0,68500,Rue du 17 Novembre,GUEBWILLER,R
7359,68510001,Système U,4766400.0,744500.0,68510,ZAC HOEL,Sierentz,R
7360,68520004,Système U,4774100.0,714800.0,68520,Rue du Pont d'Aspach,BURNHAUPT-LE-HAUT,R
7361,68520006,TotalEnergies,4771700.0,713900.0,68520,AUTOROUTE A36 - AIRE PORTE D'ALSACE,Burnhaupt-le-Bas,A
7362,68520011,ENI,4771600.0,713800.0,68520,Aire de Porte d' Alsace - A36,BURNHAUPT LE BAS,A
7363,68540001,Système U,4786600.0,725600.0,68540,Route de Guebwiller,Bollwiller,R
7364,68550001,Auchan,4787400.0,702200.0,68550,1 Rue de l'Industrie,Saint-Amarin,R
7365,68560001,E.Leclerc,4758600.0,725800.0,68560,"7, rue de Bettendorf",Hirsingue,R
7366,68580001,Intermarché,4753400.0,718200.0,68580,"9,rue de Bâle",SEPPOIS-LE-HAUT,R
7367,68590001,TotalEnergies,4824782.41789,730650.593789,68590,Route du Vin,SAINT-HIPPOLYTE,R
7368,68600002,Intermarché,4801200.0,754800.0,68600,RUE DES ARTISANS,VOLGELSHEIM,R
7369,68600003,TotalEnergies,4804300.0,755600.0,68600,CD 52 ZONE INDUSTRIELLE,Biesheim,R
7370,68620001,Système U,4782000.0,708300.0,68620,53 Rue du Rhin,Bitschwiller-lès-Thann,R
7371,68630001,TotalEnergies,4815300.0,732100.0,68630,1 Route du Vin,MITTELWIHR,R
7373,68640001,Intermarché,4755600.0,730700.0,68640,4 rue de la république,WALDIGHOFEN,R
7376,68690001,TotalEnergies,4785600.0,705500.0,68690,1 Rue du Général de Gaulle,Moosch,R
7377,68701001,TotalEnergies,4779500.0,717200.0,68700,Faubourg de Belfort,CERNAY,R
7378,68703001,E.Leclerc,4779400.0,717000.0,68703,5 Avenue d'Alsace BP60189,CERNAY,R
7379,68730001,E.Leclerc,4760700.0,750100.0,68730,Rue du 19 Novembre,BLOTZHEIM,R
7380,68740001,Système U,4791800.0,752800.0,68740,RUE DE LA 1ERE ARMEE,Fessenheim,R
7381,68800002,Intermarché,4780400.0,712000.0,68800,1 Rue Émile Pienoz Kachler,Vieux-Thann,R
7382,68870001,Intermarché,4763600.0,749300.0,68870,Carrefour de l'Europe,BARTENHEIM,R
7386,69002006,BP,4573500.0,481800.0,69002,84 QUAI PERRACHE,LYON,R
7387,69003012,Avia,4574700.0,486700.0,69003,65 COURS ALBERT THOMAS,Lyon,R
7388,69003013,Avia,4575446.02,485283.65475131,69003,258 rue Garibaldi,LYON,R
7389,69004002,Esso,4577600.0,482100.0,69004,22 Rue Philippe de Lassalle,Lyon,R
7390,69004015,BP,4578100.0,482700.0,69004,71 BOULEVARD DES CANUTS,LYON,R
7391,69004016,ENI,4577900.0,482800.0,69004,97 RUE DENFERT ROCHEREAU,LYON,R
7392,69004019,ENI,4578052.5587651,481217.14293773,69004,55 BIS QUAI GILLET,LYON,R
7394,69005002,ENI,4575400.0,477900.0,69005,131 Rue Joliot-Curie,LYON,R
7395,69005005,Avia,4575400.0,477700.0,69005,165 RUE JOLIOT CURIE,LYON 5EME,R
7396,69007006,TotalEnergies,4573519.0,483936.0,69007,112/116 RUE DE GERLAND,LYON,R
7397,69007008,TotalEnergies Access,4572700.0,482900.0,69007,AVENUE TONY GARNIER,LYON,R
7398,69007009,TotalEnergies Access,4572602.0,483973.0,69007,AVENUE TONY GARNIER,LYON,R
7399,69007012,Avia,4573700.0,482400.0,69007,44 AVENUE LECLERC,LYON 7,R
7400,69008007,TotalEnergies Access,4573700.0,486900.0,69008,131 RUE MARIUS BERLIET,LYON,R
7401,69008008,TotalEnergies Access,4573260.0,488081.0,69008,86 AVENUE JEAN MERMOZ,LYON,R
7402,69009003,Esso,4578100.0,480100.0,69009,69 AVENUE DU 25EME RTS,Lyon,R
7403,69009007,TotalEnergies,4577498.5870102,479428.00542449,69009,111 RUE MARIETTON,LYON,R
7404,69009008,TotalEnergies Access,4576200.0,480300.0,69009,100 AVENUE BARTHELEMY BUYER,LYON,R
7405,69100001,Carrefour,4576900.0,488400.0,69100,"145, Rue Anatole France",VILLEURBANNE,R
7406,69100022,TotalEnergies Access,4574977.0,491257.0,69100,283 RTE DE GENAS,VILLEURBANNE,R
7407,69100028,Esso,4577900.0,487100.0,69100,110 BD DU 11 NOVEMBRE 1918,VILLEURBANNE,R
7408,69100029,Esso,4577800.0,486000.0,69100,87-89 BD STALINGRAD,VILLEURBANNE,R
7409,69100030,Esso,4576300.0,487700.0,69100,72 COURS TOLSTOI,VILLEURBANNE,R
7410,69100031,Esso,4577100.0,486700.0,69100,47 COURS EMILE ZOLA,VILLEURBANNE,R
7411,69100032,ENI,4576000.0,490100.0,69100,"112 B, RUE LEON BLUM",Villeurbanne,R
7412,69110001,TotalEnergies,4572170.27552,479167.272189,69110,27 Avenue de l'Aqueduc de Beaunant,SAINTE-FOY-LèS-LYON,R
7413,69110003,Casino,4574200.0,479800.0,69110,28 Avenue Maurice JARROSSON,Sainte-Foy-lès-Lyon,R
7414,69110004,BP,4574890.0,479384.0,69110,Rue Commandant Charcot,SAINTE-FOY-LèS-LYON,R
7416,69120010,ENI,4577400.0,491400.0,69120,Avenue Gabriel Péri - Rue P.Teste,Vaulx-en-Velin,R
7417,69120011,TotalEnergies,4576617.7053376,492702.10197967,69120,57 Avenue de Bohlen,Vaulx-en-Velin,R
7418,69120012,Avia,4576782.5073806,493543.67858569,69120,55 AV GARIBALDI,vaulx en velin,R
7419,69125002,TotalEnergies,4572300.0,507100.0,69125,600 Rue de France,LYON ST EXUPERY AEROPORT,R
7421,69130003,Esso,4577900.0,477900.0,69130,28 Avenue Édouard Aynard,Écully,R
7422,69130005,TotalEnergies,4578065.5647583,476768.34360596,69130,"11, Avenue Guy de Collongue",Écully,R
7423,69132001,Carrefour,4578700.0,477700.0,69130,Avenue du Bon Pasteur,ÉCULLY,R
7424,69140005,Carrefour,4581700.0,489100.0,69140,2489 Route de Strasbourg,RILLIEUX-LA-PAPE,R
7425,69140006,E.Leclerc,4581200.0,488100.0,69140,140 Rue du Companet,Rillieux-la-Pape,R
7426,69140007,TotalEnergies,4581300.0,488800.0,69140,1880 route de strasbourg,Rillieux-la-Pape,R
7427,69150001,Esso,4577200.0,497000.0,69150,328 Avenue Jean Jaurès,Décines-Charpieu,R
7428,69150004,TotalEnergies,4577200.0,498000.0,69150,397 avenue jean jaures,Décines-Charpieu,R
7429,69160001,Auchan,4575700.0,478100.0,69160,35 AVENUE GENERAL BROSSET,TASSIN-LA-DEMI-LUNE,R
7430,69160003,Esso,4576400.0,475900.0,69160,50 Avenue du 11 Novembre 1918,Tassin-la-Demi-Lune,R
7431,69160005,Avia,4576600.0,478400.0,69160,49 AVENUE VICTOR HUGO,TASSIN LA DEMI LUNE,R
7432,69170001,Auchan,4589200.0,444200.0,69170,7 Avenue Édouard Herriot,Tarare,R
7433,69170004,TotalEnergies Access,4589100.0,444600.0,69170,RN 7 - 60 RUE EDOUARD HERRIOT,TARARE,R
7434,69190001,Carrefour,4570800.0,485500.0,69190,2 place des 4 chemins,SAINT-FONS,R
7435,69190009,ENI,4570300.0,485000.0,69190,130 Boulevard Yves Farges,Saint Fons,R
7436,69190010,BP,4570700.0,484300.0,69190,RN 383 BRD PIERRE SEMARD,ST FONS,R
7437,69200001,Carrefour,4571770.4140586,487305.45992255,69200,BD JOLIOT CURIE,VéNISSIEUX,R
7438,69200003,Système U,4573012.0,485621.0,69200,38 rue du moulin à vent,VéNISSIEUX,R
7439,69200005,Esso,4571000.0,488300.0,69200,112 Boulevard Irène Joliot-Curie,Vénissieux,R
7440,69200007,BP,4570500.0,487800.0,69200,61 Avenue de la République,VéNISSIEUX,R
7441,69200008,E.Leclerc,4571700.0,486000.0,69200,Rue Charles BAUDELAIRE,Vénissieux,R
7442,69200009,TotalEnergies,4569000.0,489100.0,69200,RTE DE CORBAS - RD 57,VENISSIEUX,R
7443,69210002,Carrefour,4574800.0,493100.0,69120,236 avenue Franklin Roosevelt,Vaulx-en-Velin,R
7444,69210003,TotalEnergies,4583800.0,461100.0,69210,33 RUE DE PARIS  RN7,L'Arbresle,R
7445,69210004,Esso,4581200.0,460100.0,69210,30 QUAI DE LA BREVENNE,Sain-Bel,R
7446,69210005,Système U,4582400.0,460700.0,69210,Z.A. les Martinets,L'Arbresle,R
7448,69210008,Carrefour,4584200.0,460700.0,69210,RUE CLAUDE TERRASSE,L'Arbresle,R
7449,69210009,Avia,4582500.0,466900.0,69210,RN 7 LE GRAND CHEMIN,LENTILLY,R
7450,69220001,Carrefour,4609900.0,474900.0,69220,AVENUE DE VERDUN,BELLEVILLE,R
7451,69220003,TotalEnergies,4610700.0,473300.0,69220,20 RN.6,Belleville,R
7452,69220005,Avia,4610700.0,473300.0,69220,Route Nationale 6,BELLEVILLE,R
7457,69230001,Auchan,4567900.0,479200.0,69230,Les basses barolles,SAINT-GENIS-LAVAL,R
7458,69230005,BP,4570200.0,479600.0,69230,66 RUE GEORGES CLEMENCEAU,Saint-Genis-Laval,R
7459,69240002,Intermarché,4603486.0,429911.0,69240,Route de Roanne ,BOURG-DE-THIZY,R
7460,69250008,ENI,4585500.0,484000.0,69250,Route de Lyon,Fleurieu-sur-Saône,R
7461,69260007,Carrefour,4592200.0,458000.0,69620,"244, Chemin Rivière de la Cour",Le Bois-d'Oingt,R
7462,69260011,ENI,4578400.0,475000.0,69260,50-51 ROUTE DE PARIS,CHARBONNIERES,R
7463,69260012,ENI,4577900.0,475100.0,69260,80 ROUTE DE PARIS,Charbonnières-les-Bains,R
7464,69270002,Intermarché,4584300.0,483500.0,69270,261 Quai Pierre Dupont,Rochetaillée-sur-Saône,R
7465,69270004,TotalEnergies Access,4582109.0,486263.0,69270,"46, AV.DES MARRONNIERS",Fontaines-sur-Saône,R
7466,69290001,Esso,4574700.0,474100.0,69290,15 Avenue Édouard Millaud,Craponne,R
7467,69290002,E.Leclerc,4574100.0,469200.0,69290,Avenue Benoît Launay,Grézieu-la-Varenne,R
7468,69290003,Intermarché,4574700.0,474100.0,69290,26 Avenue Édouard Millaud,CRAPONNE,R
7469,69300001,Auchan,4580500.0,485900.0,69300,10 Chemin Jean Petit,Caluire-et-Cuire,R
7470,69300010,TotalEnergies,4578800.0,484000.0,69300,34 Rue Pasteur,CALUIRE-ET-CUIRE,R
7471,69300011,TotalEnergies,4579700.0,485200.0,69300,Place Maréchal Foch - Montée des soldats,Caluire-et-Cuire,R
7472,69310003,Esso,4569600.0,482600.0,69310,145 Boulevard de l'Europe,Pierre-Bénite,R
7473,69310004,TotalEnergies,4569935.0,482364.0,69310,126 BOULEVARD DE L EUROPE,Pierre-Bénite,R
7474,69320006,TotalEnergies Access,4567400.0,484800.0,69320,CD 12,FEYZIN,R
7475,69320007,TotalEnergies Access,4567500.0,484800.0,69320,CD 12,FEYZIN,R
7476,69320008,TotalEnergies,4566967.0,485043.0,69320,18 rue du 11 Novembre,FEYZIN,R
7477,69330001,Carrefour,4576500.0,501200.0,69330,Rue de la République,MEYZIEU,R
7478,69330002,Carrefour,4579600.0,504800.0,69330,Boulevard Louis Pradel,JONAGE,R
7479,69330003,Esso,4577600.0,499100.0,69330,49 Avenue de Verdun,Meyzieu,R
7480,69330005,Intermarché,4578200.0,500500.0,69330,80 Rue Joseph Desbois,MEYZIEU,R
7482,69340001,Carrefour,4573500.0,477500.0,69340,AVENUE DU CHATER,FRANCHEVILLE,R
7483,69340002,Esso,4574400.0,477100.0,69340,42 Avenue du Chater,Francheville,R
7485,69350003,TotalEnergies,4572600.0,481500.0,69350,66 RUE STEPHANE DECHANT,LA MULATIERE,R
7486,69360008,BP,4560589.0,481054.0,69360,CD 12 E,Ternay,R
7487,69360010,Système U,4562900.0,482500.0,69360,2 AVENUE DU DAUPHINE,SEREZIN DU RHONE,R
7488,69360011,TotalEnergies,4565200.0,483600.0,69360,AUTOROUTE A7 - AIRE DE SOLAIZE,Saint-Symphorien-d'Ozon,A
7489,69360012,TotalEnergies Access,4559100.0,482600.0,69360,AUTOROUTE A 46 - AIRE COMMUNAY NORD,COMMUNAY,A
7490,69360013,TotalEnergies Access,4558900.0,482600.0,69360,AUTOROUTE A46 - AIRE COMMUNAY SUD,COMMUNAY,A
7491,69360015,TotalEnergies Access,4563600.0,486900.0,69360,ROUTE DE CORBAS CD 148,Saint-Symphorien-d'Ozon,R
7492,69360018,Avia,4563100.0,481900.0,69360,A7 AIRE DE SEREZIN DU RHONE,SEREZIN DU RHONE,A
7494,69370002,TotalEnergies,4579100.0,480800.0,69370,107 ROUTE DE ST CYR,Saint-Didier-au-Mont-d'Or,R
7495,69380004,E.Leclerc,4585600.0,470400.0,69380,473 Route de la Vallée,CIVRIEUX-D'AZERGUES,R
7496,69380007,Avia,4587400.0,474800.0,69380,Chemin de Montluzin,LISSIEU,R
7497,69380008,Intermarché,4586900.0,470000.0,69380,8 RUE MARIUS BERLIET,Chazay-d'Azergues,R
7498,69380009,Esso,4589500.0,473200.0,69380,A6 Aire des Cheres Ouest,Les Cheres,A
7499,69380010,Esso,4590300.0,473000.0,69380,A6 Aire des Cheres Est,Les Cheres,A
7500,69380012,Intermarché,4586823.3282713,469884.27022745,69380,2 rue Joseph Gillet - D30 Route de Villefranche,Chazay-d'Azergues,R
7501,69390001,TotalEnergies,4565400.0,479300.0,69390,129 Rue de la Mûre,CHARLY,R
7502,69390002,TotalEnergies,4565803.0,475131.0,69390,LES SEPT CHEMINS RN.86,Vourles,R
7503,69390004,ENI,4566000.0,477500.0,69390,RN 86 - LES SEPT CHEMINS,Vourles,R
7504,69390005,Système U,4564200.0,481000.0,69390,641 route de Givors,Vernaison,R
7507,69400004,TotalEnergies,4597900.0,473900.0,69400,695 Avenue Théodore Braun,Villefranche-sur-Saône,R
7508,69400005,Esso,4597900.0,471800.0,69400,705 Rue d'Anse,Villefranche-sur-Saône,R
7509,69400006,Esso,4599800.0,471600.0,69400,145 Boulevard Roger Salengro,Villefranche-sur-Saône,R
7510,69400007,ENI,4597000.0,467200.0,69400,"2395, route de Tarare",Porte des Pierres Dorées,R
7511,69400008,E.Leclerc,4597900.0,469000.0,69400,1139 RUE DE TARARE,GLEIZE,R
7512,69400009,Auchan,4598900.0,471000.0,69400,420 Rue Philippe Héron,Villefranche-sur-Saône,R
7513,69400010,Intermarché,4598000.0,473500.0,69400,477 Rue Jules Ferry,VILLEFRANCHE-SUR-SAôNE,R
7514,69400014,TotalEnergies Access,4597969.9317316,471736.79660484,69400,RN 6-RTE D'ANSE,Villefranche-sur-Saône,R
7515,69400015,Intermarché,4600500.0,470800.0,69400,100 rue du tacot beaujolais,Gleizé,R
7517,69410006,ENI,4580042.47,478673.23,69410,3 AVE GENERAL DE GAULLE,CHAMPAGNE-AU-MONT-D'OR,R
7518,69410007,TotalEnergies Access,4580097.685,478668.288,69410,AV. DU GENERAL DE GAULLE - D 30,Champagne-au-Mont-d'Or,R
7519,69420001,Carrefour,4545700.0,475700.0,69420,RN 86 La Maladière,CONDRIEU,R
7520,69420002,E.Leclerc,4548751.0,480054.0,69420,27 route de la taquière,Ampuis,R
7521,69430001,TotalEnergies,4614600.0,459900.0,69430,LA CHEVALIERE,Beaujeu,R
7522,69430002,Carrefour,4615400.0,461900.0,69430,RUE FRANCIS NORGELET,BEAUJEU,R
7524,69440001,Esso,4561521.2069481,470466.95067427,69440,RD 342,MORNANT,R
7525,69460004,Carrefour,4606180.0691225,459994.99003082,69460,"Le Bourg, Rue du Commerce",Le Perréon,R
7527,69470003,Intermarché,4610541.0,432238.0,69470,1 BOULEVARD DE COUBERTIN,Cours-la-Ville,R
7528,69480002,Avia,4594300.0,471500.0,69480,633 route de villefranche,Anse,R
7529,69480005,Carrefour,4594300.0,471500.0,69480,Route de Villefranche,ANSE,R
7530,69480007,ENI,4594446.9311112,471457.19447083,69480,831 route de villefranche,ANSE,R
7531,69490001,E.Leclerc,4588027.07838,447246.388916,69490,RN 7,Saint-Loup,R
7532,69490002,Intermarché,4587792.0,451130.0,69490,La Croisette,Pontcharra-sur-Turdine,R
7533,69500006,Casino,4575100.0,490900.0,69500,296 Route de Genas,Bron,R
7534,69500008,TotalEnergies Access,4573800.0,489400.0,69500,16 AV F ROOSEVELT,BRON,R
7535,69500009,TotalEnergies Access,4573900.0,490500.0,69500,BD LAURENT BONNEVAY,BRON,R
7536,69500011,Avia,4575200.0,490000.0,69500,250 ROUTE DE GENAS,Bron,R
7540,69510004,TotalEnergies,4569700.0,468500.0,69510,104 ROUTE DES MONTS DU LYONNAIS,Messimy,R
7541,69520001,Intermarché,4560500.0,478200.0,69520,Centre Commercial du Jayon,GRIGNY,R
7542,69530002,Carrefour,4566800.0,475400.0,69530,213 Rue Général de Gaulle,Brignais,R
7543,69540001,Carrefour,4568800.0,482500.0,69540,Rue du Chateau d'Yvours,Irigny,R
7544,69550001,Carrefour,4598163.0,433531.0,69550,Z.i. la Gaité,Amplepuis,R
7545,69550002,TotalEnergies,4598100.0,433400.0,69550,Z.i. la Gaité,AMPLEPUIS,R
7546,69550003,Intermarché,4597868.0,432020.0,69550,Route de Roanne,Amplepuis,R
7547,69560001,Système U,4552800.0,486500.0,69560,Avenue de la Gare,Saint-Romain-en-Gal,R
7548,69570002,Esso,4581300.0,475600.0,69570,AIRE PORTE DE LYON,DARDILLY,R
7549,69570005,TotalEnergies,4580876.8531846,476959.29893495,69570,AUTOROUTE A6 - AIRE DE BRUYÈRES PAISY,DARDILLY,A
7550,69571001,Auchan,4582100.0,476600.0,69570,23 Avenue de la Porte de Lyon,Dardilly,R
7551,69590001,Carrefour,4563700.0,446200.0,69590,Avenue Emmanuel Clément,SAINT-SYMPHORIEN-SUR-COISE,R
7552,69590002,Avia,4563046.0,445638.0,69590,boulevard du 11 Novembre 1918,Saint-Symphorien-sur-Coise,R
7553,69600002,Intermarché,4572100.0,479500.0,69600,141 Boulevard Émile Zola,Oullins,R
